RowNumber,AadId,FullName,JobTitle,StandardTitle,CareerStageName,JobTitleName,JobType,ReportingVP,FirstRegularHireDate,MostRecentHireDate
1925,29bc7c35-05ab-8191-a9fd-c54460948511,Jacob Jenkins,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP1,2023-08-14,2023-08-14
1926,3ee5dff1-a7d0-8f61-fb25-93314c164e35,David Thompson,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP1,2023-08-14,2023-08-14
1927,67b5e4d5-c157-4525-dcca-0b9b4cdf20c5,Heather Perez,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP1,2023-08-14,2023-08-14
1928,2286b4fd-9248-e0d8-b8ba-e1ceef2869a0,Brenda James,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP1,2023-08-14,2023-08-14
1929,c5d1045b-e057-45a8-5fba-b4fa7f98defa,Patrick Rangel,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP1,2023-08-14,2023-08-14
1930,4e9c9871-15f0-6d05-cbc1-10fa6bc349f6,Jennifer Suarez,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP5,2023-08-14,2023-08-14
1931,8bb63bff-917d-95a2-c082-e60e92813f12,Paul Fowler,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP6,2023-08-14,2023-08-14
1932,0c44a3e7-34ae-a527-8681-91fddf688852,Daniel Burns,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP1,2023-08-14,2023-08-14
1933,75abe8ff-c55c-d014-82e1-8eab41924f39,Sean James,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP1,2023-08-14,2023-08-14
1934,acec5a9b-fe8b-b346-df90-898fe4e6a392,Gregory Gonzalez,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP6,2023-08-14,2023-08-14
1935,40e97c68-a9ba-7585-9728-52da6d63b399,Cole Alexander,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP6,2023-08-14,2023-08-14
1936,a26d6c8d-7e71-8c09-e610-985a26736b3c,Mark Wagner,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP1,2023-08-14,2023-08-14
1937,7e173526-f152-3d18-30d1-3104d0ca9b0e,Paula Collins,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP6,2023-08-14,2023-08-14
1938,3203ea22-acfe-b249-7c1e-efcfcee66a4c,Tracy Phillips,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP6,2023-08-14,2023-08-14
1939,a649b5c8-65be-4a33-2c95-fa5cdf07ea1f,Dale Moore,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP1,2023-08-14,2023-08-14
1940,c9deb24f-abcc-1e97-3541-4dfe6cfdc1f1,James Sanchez,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP6,2023-08-14,2023-08-14
1941,6eef47ad-fe4b-fd3c-fafc-5824a2c9b0ad,Mary Cunningham,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP8,2023-08-14,2023-08-14
1942,832e2d48-b751-f896-6ba8-79cc1977817d,Grace Clark,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP2,2023-08-14,2023-08-14
1943,572ca23a-f7e9-6314-050d-60fdd48b85ee,Kristin Mcconnell,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP1,2023-08-14,2023-08-14
1944,f9e145be-4d6b-bf6a-140f-0398431944b2,Diane Freeman,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP1,2023-08-14,2023-08-14
1945,f190fe63-78e6-5450-d518-358173656b39,Brenda Kirk,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP1,2023-08-14,2023-08-14
1946,317ce367-5d44-c6ec-a55c-d1340281c7bf,Joshua Miller,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP6,2023-08-14,2023-08-14
1947,44dffebe-73b9-aca4-eaa9-193bfd51ad33,Denise Rios,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP6,2023-08-14,2023-08-14
1948,8eccbf61-9804-44b5-f73c-17d15e6c4500,Virginia Lucas,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP1,2023-08-14,2023-08-14
1949,393f9a68-a714-807e-8dcd-c93541e14988,Michael Foster,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP3,2023-08-14,2023-08-14
1950,be7e7789-d86d-9347-5776-971e95080c3a,Leah Mendoza,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP6,2023-08-14,2023-08-14
1951,8f998667-c6f2-1e31-ddab-d1386b6d9273,Phillip Mcknight,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP1,2023-08-14,2023-08-14
1952,8e9d6afc-b69e-e212-b922-c1d872306842,Kathryn Novak,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP1,2023-08-14,2023-08-14
1953,c624c35b-c71b-7aa4-56ee-db05227e36be,Caleb Conley,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP1,2023-08-14,2023-08-14
1954,5ef1c7d7-474b-52b0-f2a7-51a92127c169,Brian Salazar,SECURITY RESEARCHER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP5,2023-08-14,2023-08-14
1955,3c491808-2e1c-65a9-be78-76b5a357d23b,Alexandra Velazquez,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP1,2023-08-14,2023-08-14
1956,add2fb5d-e6de-1310-2585-e8c3968685d6,Joyce Freeman,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP6,2023-08-14,2023-08-14
1957,5fd0c41d-14ce-34ad-7a4d-acfe023d57c7,Stephanie Flynn,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP1,2023-08-14,2023-08-14
1958,4f9150b7-0ac7-9e2d-16d1-f132f5193dbb,Eugene Wagner,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP1,2023-08-14,2023-08-14
1959,b4cc239c-8612-18f6-262c-43b9947bde8e,Jose Jones,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP1,2023-08-14,2023-08-14
1960,f6e4ea6d-ddd1-1afd-33df-781c174a489f,David Gates,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP6,2023-08-14,2023-08-14
1961,2fb71870-7db2-6f1e-411d-ab7cec7c753e,Evelyn Wilcox,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP1,2023-08-14,2023-08-14
1962,7851f3a1-7ac9-6782-8cea-073ea93a403d,Nicole Morgan,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP1,2023-08-14,2023-08-14
1963,f7b3743a-17be-78fe-c531-f5d7bd948a55,Daniel Parks,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP1,2023-08-14,2023-08-14
1964,d295bb7e-8095-2cfa-6c96-931989ca4b5e,Chelsea Hall,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP6,2023-08-14,2023-08-14
1965,2a911b33-14af-ac41-d564-8d63c9d602c9,Caleb Mckenzie,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP5,2023-08-14,2023-08-14
1966,4b234646-d4b0-cb3d-e194-47fff3c3a028,Kevin Patterson,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP1,2023-08-14,2023-08-14
1967,ee691668-38a0-6a53-4241-842d950abdbe,Darrell Lucas,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP5,2023-08-14,2023-08-14
1968,3867b515-7e36-eab5-4e44-92b66d82f6e0,Teresa Smith,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP6,2023-08-14,2023-08-14
1969,e7f33f1b-ac80-d411-d35b-c51c026d8431,Matthew Bass,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP1,2023-08-14,2023-08-14
1970,c5c6499b-88b2-9f35-ed6e-39f8c35c09b0,Amanda Harrison,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP6,2023-08-14,2023-08-14
1971,447516d9-27ae-7972-b915-5e4415f4ca8f,Luke Gibbs,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP1,2023-08-14,2023-08-14
1972,e32bb014-1803-58b3-b6e5-bebda629b41c,Michael Beltran,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP1,2023-08-14,2023-08-14
1973,56a21937-a426-4498-359e-301106e512af,Jason Rowland,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP1,2023-08-14,2023-08-14
1974,b7a2d264-51ce-5437-1896-bc1dc29ec3b8,Colleen Mitchell,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP5,2023-08-14,2023-08-14
1975,653381ea-b6ca-1298-86e9-cccc39afda07,Amber Gray,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP1,2023-08-14,2023-08-14
1976,8032a8d8-7cba-107c-a3de-75ef703b301d,Gregory Osborne,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP6,2023-08-14,2023-08-14
1977,0727540a-55bb-30d9-5b46-c942cd8a551e,Sean Newton,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP1,2023-08-14,2023-08-14
1978,bb1a8a0a-108b-2c20-d75d-adab10843c5d,James Johns,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP6,2023-08-14,2023-08-14
1979,f944ae56-afb6-d638-5925-50378f5aa283,Jake Thompson,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP1,2023-08-14,2023-08-14
1980,bf2d2ed4-ecd4-bc05-c1b8-bb14891183b8,James Mendez,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP6,2023-08-14,2023-08-14
1981,f25c4bfe-54a1-ff34-17a7-9831f5f15d62,Janice Mccann,PRINCIPAL ARCHITECT,Software Engineering IC5,IC5,Software Engineering,IndividualContributor,VP1,2023-08-14,2023-08-14
1982,51af5b53-a9c2-0767-b057-fd3e8e5bb443,Travis Bass,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP6,2023-08-14,2023-08-14
1983,62f0592e-27b6-1e75-fdae-7c209e1f1c26,Kevin Gregory,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP5,2023-08-14,2023-08-14
1984,3a834bff-516d-b6e9-dc4e-3656eb4c7211,Daniel Floyd,SITE RELIABILITY ENGINEER II,Site Reliability Engineering IC3,IC3,Site Reliability Engineering,IndividualContributor,VP6,2023-08-14,2023-08-14
1985,ae178085-8a30-112d-3c10-41969b961915,Peggy Mckinney,PRINCIPAL GROUP ENGINEERING MA,Software Engineering M6,M6,Software Engineering,PeopleManager,VP5,2023-08-14,2023-08-14
1986,ab1a963f-0472-540b-8ad4-8975beffffd1,Lisa Hooper,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP5,2023-08-14,2023-08-14
1987,d86d010b-98db-6be7-65db-7f8b88d57e08,Erik Cabrera,SENIOR SOFTWARE ENGINEER,Software Engineering IC4,IC4,Software Engineering,IndividualContributor,VP1,2023-08-14,2023-08-14
1988,0adb1e7b-3217-57b7-0538-9802213b6e0e,Samuel Garcia,SOFTWARE ENGINEER II,Software Engineering IC3,IC3,Software Engineering,IndividualContributor,VP6,2023-08-14,2023-08-14
1989,bd8a9f64-2c44-fee2-7cb9-a6a09bf9f2b6,Danielle Scott,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP6,2023-08-15,2023-08-15
1990,26e7e67b-ef43-f487-729e-5fdd4671a995,Tina Reese,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP5,2023-08-15,2023-08-15
1991,05068863-c461-1a14-56a8-134988681c31,Emily Harrell,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP1,2023-08-15,2023-08-15
1992,02b7d990-90b1-d4c0-282c-2278da4aa666,Michael Torres,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP5,2023-08-15,2023-08-15
1993,f72c6dc9-8c79-1d2d-f610-9bc832d9236f,James Torres,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP6,2023-08-15,2023-08-15
1994,9941cb0a-4ce9-ac97-b19c-a6730f9e373e,Larry Everett,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP1,2023-08-15,2023-08-15
1995,76a4fe08-8206-2ce1-b161-2e3998a070c1,Angela Cooper,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP6,2023-08-15,2023-08-15
1996,13ce3d82-95af-e0cf-e84d-9f69156fa8eb,Richard Bell,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP6,2023-08-15,2023-08-15
1997,ad873a7f-fe3a-1096-b8a2-8e470e412a0e,Michael Koch,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP1,2023-08-15,2023-08-15
1998,6df1b13f-dabb-3d82-abf7-32954e22bde2,Nicole Blair,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP6,2023-08-15,2023-08-15
1999,33204666-cb85-227b-a6ca-83647cd9e079,Kyle Johnson,PRINCIPAL ENGINEERING MANAGER,Software Engineering M5,M5,Software Engineering,PeopleManager,VP5,2023-08-15,2023-08-15
2000,bc701f68-b17f-1b70-eade-94745f39272b,Brandon Johnson,SOFTWARE ENGINEER 2,Software Engineering IC3,IC3,Software Engineering,IndividualContributor,VP6,2023-08-15,2023-08-15
2001,ab51ef2a-7852-36df-dad7-57aeabeb65ab,Jennifer Arnold,SENIOR SOFTWARE ENGINEER,Software Engineering IC4,IC4,Software Engineering,IndividualContributor,VP1,2023-08-15,2023-08-15
2002,4495307e-ed92-bfac-6c72-78c52edb2e0d,Jeffrey Garza,SOFTWARE ENGINEER 2,Software Engineering IC3,IC3,Software Engineering,IndividualContributor,VP6,2023-08-15,2023-08-15
2003,48c33ff3-ab32-5eed-bcaf-2f3d34370451,Dakota Anderson,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP1,2023-08-15,2023-08-15
2004,fea0b576-52f9-7d67-d86a-e115256cafd0,Michael Nguyen,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP1,2023-08-15,2023-08-15
2005,3987fff6-97a5-3338-afd9-fd81759f80b1,Zachary Taylor,GROUP ENGINEERING MANAGER,Software Engineering M6,M6,Software Engineering,PeopleManager,VP6,2023-08-15,2023-08-15
2006,d5e15738-7ea6-61cc-eb0a-20e950b32e7b,James Hartman,SENIOR SOFTWARE ENGINEERING,Software Engineering IC4,IC4,Software Engineering,IndividualContributor,VP5,2023-08-16,2023-08-16
2007,d6e6876e-843d-13eb-5e2f-0f02a2597bc7,April Roach,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP1,2023-08-21,2023-08-21
2008,74877211-e0d8-33b5-b534-27f93caafb2c,Amanda Warner,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP2,2023-08-21,2023-08-21
2009,d2d7457d-1d91-5377-aa4b-740e930e3ca8,Hayley Kline,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP1,2023-08-21,2023-08-21
2010,76c9962c-c887-c3c2-4161-52706ba6167c,Patricia Pham,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP6,2023-08-21,2023-08-21
2011,46c55ed5-5c72-7c00-f7cf-c2937ea483dc,Anthony House,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP5,2023-08-21,2023-08-21
2012,afac8f86-2810-628d-2f23-7c4667f7eb3f,Amanda Thornton,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP5,2023-08-21,2023-08-21
2013,a5571c8c-4eb0-13c6-99a0-e99f902a6da8,Janet Green,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP6,2023-08-21,2023-08-21
2014,a0506ed5-7e03-1b1b-190f-5e67abbc5f76,Christina Stout,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP2,2023-08-21,2023-08-21
2015,1fa13313-65fd-3dd7-7120-d30564c87f24,Alexander Parsons,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP1,2023-08-21,2023-08-21
2016,650b3c5f-2242-2bd4-6cd2-4aa06a145c9b,Patricia Moore,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP6,2023-08-21,2023-08-21
2017,6d8a553c-23f3-6e34-d3f8-2e8d057e233b,Amber Davis,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP1,2023-08-21,2023-08-21
2018,6b43b749-1d54-55ea-69cd-914953fb8294,Marc Carter,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP6,2023-08-21,2023-08-21
2019,01c42784-8ce2-9c0f-ff19-dc174a34e7d5,Teresa Dixon,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP6,2023-08-21,2023-08-21
2020,437de6ed-1c9a-2ea9-255d-6ad41f9db8ff,Catherine Terrell,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP1,2023-08-21,2023-08-21
2021,18752476-53b0-0b04-a7af-46e77d1e65e1,Jennifer Le,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP2,2023-08-21,2023-08-21
2022,337918c7-8fd1-4631-ab89-a3d338942c16,Terry Mccullough,SECURITY RESEARCHER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP5,2023-08-21,2023-08-21
2023,eb157d0f-6b55-51b8-d4f1-f9bc3f765800,Crystal Neal,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP6,2023-08-21,2023-08-21
2024,4f64a78a-fe10-683d-c34f-5684967b50f5,Christian Walters,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP1,2023-08-21,2023-08-21
2025,9027c91b-7bf0-27a0-114d-ab46adb058bc,Mark Friedman,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP6,2023-08-21,2023-08-21
2026,b2c6492a-cdcf-4bba-4389-ef282968bf3e,Gwendolyn Garcia,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP1,2023-08-21,2023-08-21
2027,dc834e44-cd50-91ed-a9fe-42f260113270,Alex Cruz,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP6,2023-08-21,2023-08-21
2028,52917dff-575e-77e2-ad6f-16ef05b48ee2,Michael Bradford,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP1,2023-08-21,2023-08-21
2029,8f773208-d17f-33b6-dc59-b016c86035a1,Matthew Holmes,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP6,2023-08-21,2023-08-21
2030,07a158b9-f2cb-58dc-35a7-019787f37677,Juan Wilkinson,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP6,2023-08-21,2023-08-21
2031,cc644ae2-3e64-ce52-d821-ddbfc694b494,Lisa Lucas,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP6,2023-08-21,2023-08-21
2032,7000f10b-a99f-4de6-e87d-009db714e467,Mark Levine,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP1,2023-08-21,2023-08-21
2033,eb870938-c1e7-6958-99c4-31915464e759,Sarah Baker,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP5,2023-08-21,2023-08-21
2034,1a043659-c90f-264c-f75e-67c4e38eae9f,Christine Smith,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP6,2023-08-21,2023-08-21
2035,8635776c-0b82-53d1-a5fd-a76a2cad5e8d,Heather Snyder,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP1,2023-08-21,2023-08-21
2036,72ba28c5-628a-1747-260d-91eaa9240b58,Lindsay Obrien,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP6,2023-08-21,2023-08-21
2037,83927926-7c4b-a7cf-eb56-d5250fcbde45,Melissa Mitchell,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP1,2023-08-21,2023-08-21
2038,58eea14d-510e-e289-8a54-d78887ba8250,Victoria Hudson,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP6,2023-08-21,2023-08-21
2039,dc6157a1-b88e-614a-744e-77e482b0c237,Kelly Wilson,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP5,2023-08-21,2023-08-21
2040,9a3a9096-312d-ecc4-72a0-afdf22ed9c99,John Robertson,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP1,2023-08-21,2023-08-21
2041,c6d6b251-aa2b-f4fd-bb17-07494483fa91,Cathy Berry,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP1,2023-08-21,2023-08-21
2042,3e752c14-06f6-f769-6c32-99c3079d49d7,Philip Moss,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP6,2023-08-21,2023-08-21
2043,97a73286-3a1c-8511-820e-dfe825cdb9f8,Rebecca Cox,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP1,2023-08-21,2023-08-21
2044,bda5c612-29b7-7b8a-6b06-7ade4a30065e,Omar Peterson,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP5,2023-08-21,2023-08-21
2045,14034cde-597f-ddc7-2bb8-c3a63c5c9d7c,Rebecca Reed,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP6,2023-08-21,2023-08-21
2046,4bd18055-1c06-a248-00f2-a4b2271e4236,James Roberts,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP5,2023-08-21,2023-08-21
2047,0af86ce9-f6ce-4a16-366f-a742f644d400,Kyle Jones,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP6,2023-08-21,2023-08-21
2048,6dd878b0-f451-e295-5b2e-dd9ab941f1b7,Leslie Barron,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP6,2023-08-21,2023-08-21
2049,f87f199a-c29a-4bdb-a34e-1f3ba9b9d203,Andrea Jefferson,SECURITY RESEARCHER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP5,2023-08-21,2023-08-21
2050,c650d2d0-80c6-c05f-b54c-654dcd88179c,Jose Eaton,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP1,2023-08-21,2023-08-21
2051,65d983a3-35d4-3513-830e-c323d926847d,Stephen Bond,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP6,2023-08-21,2023-08-21
2052,39afa1e9-5003-d45c-8655-e40cad72d4a3,Ronald Powell,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP1,2023-08-21,2023-08-21
2053,6ab8459d-9641-20c7-0e85-8734d6543363,Diane Huynh,SITE RELIABILITY ENGINEER,Site Reliability Engineering IC2,IC2,Site Reliability Engineering,IndividualContributor,VP1,2023-08-21,2023-08-21
2054,c3f9bf06-86c5-1359-8a1e-6b5aed82ccdd,Peter Garrett,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP6,2023-08-21,2023-08-21
2055,92540eca-b410-dc59-3397-699b909e4ba4,Carolyn Murphy,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP6,2023-08-21,2023-08-21
2056,7a630766-d430-d765-2265-b93f2d797430,Matthew Lee,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP6,2023-08-21,2023-08-21
2057,46fd1aec-0402-31a7-bad0-ede1eb553347,Timothy Hull,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP6,2023-08-21,2023-08-21
2058,66bc27e8-130c-7361-43e8-ceb68f679548,Brian Rowland,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP6,2023-08-21,2023-08-21
2059,75e2fa55-c5cc-7931-4196-713cd4c59e0b,Andrew Powell,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP1,2023-08-21,2023-08-21
2060,849ebb84-32ef-0349-7aae-e68d4c11d72a,Lucas Hodge,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP1,2023-08-21,2023-08-21
2061,7d8ee670-e23d-03fd-d060-64b8f527d5bd,Joshua Carter,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP1,2023-08-21,2023-08-21
2062,dfa07263-9e43-39fd-65c8-31759b7573fd,Anna Anderson,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP6,2023-08-21,2023-08-21
2063,ae96dc9a-2587-91ef-2dd6-052bcd414268,Joseph Parker,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP6,2023-08-21,2023-08-21
2064,623cbd68-17d7-484d-5585-552cc9ff1874,Mia Kaiser,SOFTWARE ENGINEER II,Software Engineering IC3,IC3,Software Engineering,IndividualContributor,VP5,2023-08-21,2023-08-21
